Name,Location,Price (INR in Lakhs),Price_per_sqft,Area_sqft,Description,Property_URL,bedrooms,bathrooms,balconies,current_floor,total_floors,furnishing_status,Mapped_Area,facing,property_age_bucket,is_ready_to_move,is_built_up_area,is_carpet_area,is_super_built_up_area,property_type,luxury_score,location_advantage_score
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",619.0,8333.0,7425.0,,https://www.99acres.com/residential-land-plot-for-sale-in-palodia-ahmedabad-west-825-sqyd-r1-spid-K88888454,,,,,,,Palodia,,Unknown,1,False,False,False,plot,,
"Residential land / Plotin Dahegam, Gandhinagar","Dahegam, Gandhinagar",331.0,647.0,51192.0,"Check out this plot in dahegam, gandhinagar, an ideal destination to build your dream residence. It spans over spectacular 5688 sq.Yards super built up area. The possession of the property can be received immediately. The type of ownership is freehold. The price of this plot is 3.31 crore. Further negotiations can be done.",https://www.99acres.com/residential-land-plot-for-sale-in-dhegam-gandhinagar-5688-sqyd-spid-S91103242,,,,,,,Dahegam,,New,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Dahegam, Gandhinagar","Dahegam, Gandhinagar",231.0,490.0,47097.0,"Plot for sale in dahegam is available in gandhinagar. This locality resonates with your modern lifestyle. This 5233 sq.Yards super built up area plot is your opportunity to build a exceptional residence. Immediately, possession of property can be transferred. The property belongs to owner through freehold ownership. This residential plot is all yours for 2.31 crore. This property faces the east...",https://www.99acres.com/residential-land-plot-for-sale-in-dhegam-gandhinagar-5233-sqyd-spid-D91091320,,,,,,,Dahegam,East,New,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",376.0,5889.0,6390.0,"Planning to purchase a plot in gandhinagar? This plot in palodia is situated in one of the excellent locations of the city. This 710 sq.Yards super built up area plot is your opportunity to build a exceptional residence. Construction on this property can be easily done upto 3 floors. Boundary wall is already constructed to separate the plot from nearby properties. Immediately, possession of pro...",https://www.99acres.com/residential-land-plot-for-sale-in-suramya-three-palodia-ahmedabad-west-710-sqyd-spid-G90739974,,,,,3.0,,Palodia,,New,0,False,False,False,plot,0.0,0.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",326.0,5889.0,5535.0,"Palodia is an ideal location for buying residential plots in gandhinagar. This plot in palodia is a great buy for you. It's a 615 sq.Yards super built up area property. Ownership of this property provides you entitlement to construct upto 3 floors. The boundary wall is already build around the plot. To build the residence, possession is expected immediately. The property is owned under freehold...",https://www.99acres.com/residential-land-plot-for-sale-in-suramya-three-palodia-ahmedabad-west-615-sqyd-spid-J90739696,,,,,3.0,,Palodia,,New,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",456.0,5889.0,7740.0,,https://www.99acres.com/residential-land-plot-for-sale-in-suramya-three-palodia-ahmedabad-west-860-sqyd-spid-I90693096,,,,,,,Palodia,,Unknown,1,False,False,False,plot,,
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",388.0,5556.0,6984.0,,https://www.99acres.com/residential-land-plot-for-sale-in-suramya-three-palodia-ahmedabad-west-776-sqyd-r1-spid-H88888778,,,,,,,Palodia,,Unknown,1,False,False,False,plot,,
"Residential land / Plotin Nandoli, Gandhinagar","Nandoli, Gandhinagar",1050.0,8333.0,12600.0,Kalrav alpines Premium residential plots for sale Starting from 1100 sq. Yards,https://www.99acres.com/residential-land-plot-for-sale-in-nandoli-gandhinagar-1400-sqyd-spid-P88830702,,,,,,,Kalol,,Unknown,0,False,False,False,plot,0.0,0.0
"Residential land / Plotin Randesan, Gandhinagar","Randesan, Gandhinagar",225.0,13158.0,1710.0,"190 sq. Yards residential land / plots available for sale at prime location of randesan, gandhinagar.",https://www.99acres.com/residential-land-plot-for-sale-in-randesan-gandhinagar-190-sqyd-r1-spid-U88993150,,,,,,,Randesan,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Sargasan, Gandhinagar","Sargasan, Gandhinagar",230.0,156462.0,147.0,Pramukh nagar sargasan nearby achiever school moll kh road hospital,https://www.99acres.com/residential-land-plot-for-sale-in-pramukh-nagar-phase-2-sargasan-gandhinagar-16-sqyd-spid-L90079004,,,,,,,Sargasan,,Unknown,0,False,False,False,plot,0.0,2.0
"Residential land / Plotin Randheja, Gandhinagar","Randheja, Gandhinagar",65.0,3575.0,1818.0,,https://www.99acres.com/residential-land-plot-for-sale-in-randheja-gandhinagar-202-sqyd-r1-spid-P88140996,,,,,,,Randheja,,Unknown,1,False,False,False,plot,,
"Residential land / Plotin Por, Gandhinagar","Por, Gandhinagar",320.0,8044.0,3978.0,Residencial plot in society near kudasan por road gandhinagar on sell investr option . Shreeji kunj society at kudasan por road on resale.,https://www.99acres.com/residential-land-plot-for-sale-in-por-gandhinagar-442-sqyd-spid-X90328832,,,,,,,Gandhinagar Taluka,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Koba, Gandhinagar","Koba, Gandhinagar",417.0,12799.0,3258.0,A premium 362 sqyare plot for sell in the high end society. Best location and connectivity. Plot dimention are 52 x 62 sq.Yad. Good towards ahmedabad and gandhinagar,https://www.99acres.com/residential-land-plot-for-sale-in-koba-gandhinagar-362-sqyd-spid-R90660742,,,,,,,Koba,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Rakanpur, Gandhinagar","Rakanpur, Gandhinagar",900.0,11111.0,8100.0,900 sqyd plot in sopan retret good society and primium loction near bhadaj circal s p ring road.,https://www.99acres.com/residential-land-plot-for-sale-in-avirat-sopan-retreat-rakanpur-ahmedabad-north-900-sq-yard-spid-L89390487,,,,,,,Kalol,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",900.0,5000.0,18000.0,"Available 2000 sq yard carpet plot on sale in prarthana upavan, located at palodia. For more details and site visit please contact us.",https://www.99acres.com/residential-land-plot-for-sale-in-palodia-ahmedabad-west-2000-sqyd-r5-spid-B83344702,,,,,,,Palodia,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",410.0,4556.0,9000.0,"1000 sq yard carpet two road corner plot on sale in prarthana upavan, located at palodia. For more details and site visit please contact us.",https://www.99acres.com/residential-land-plot-for-sale-in-palodia-ahmedabad-west-1000-sqyd-r5-spid-U83344646,,,,,,,Palodia,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",2250.0,8333.0,27000.0,Available 3000 sq yard individual na plot for sale in palodia. For more details and site visit please contact us.,https://www.99acres.com/residential-land-plot-for-sale-in-palodia-ahmedabad-west-3000-sqyd-r3-spid-U85778010,,,,,,,Palodia,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Kudasan, Gandhinagar","Kudasan, Gandhinagar",350.0,8778.0,3987.0,Plot for sale in kudasan is available in gandhinagar. This urjanagar part 2 locality resonates with your modern lifestyle. It's a 443 sq.Yards super built up area property. Expected possession of property immediately. The owner of the property has freehold entitlement over the land. The asking price is 3.5 crore. Negotiable.,https://www.99acres.com/residential-land-plot-for-sale-in-kudasan-gandhinagar-443-sqyd-r1-spid-Q87738268,,,,,,,Kudasan,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Unali, Gandhinagar","Unali, Gandhinagar",300.0,3115.0,9630.0,Plot for sale in unali is available in ahmedabad west. This locality resonates with your modern lifestyle. It spreads over 1070 sq.Yards super built up area. Up to 2 floors can be easily built on this land. The property is enclosed by boundary wall. Possession of land can be secured immediately. The property belongs to owner through freehold ownership. This residential plot is all yours for 3 c...,https://www.99acres.com/residential-land-plot-for-sale-in-unali-gandhinagar-1070-sq-yard-r6-spid-Z80725973,,,,,2.0,,Kalol,,New,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",476.0,4782.0,9954.0,"Check out this plot for sale in palodia, one of the best locations in gandhinagar. It spreads over 1106 sq.Yards super built up area. Possession of land can be secured immediately. Currently the nature of ownership of the property is co-Operative society. The expected price for the property is just 4.76 crore. This residential plot is west-Facing direction.",https://www.99acres.com/residential-land-plot-for-sale-in-suramya-three-palodia-ahmedabad-west-1106-sqyd-r7-spid-Z79340599,,,,,,,Palodia,West,New,1,False,False,False,plot,2.0,0.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",500.0,5023.0,9954.0,Available prime location 1106 sq yards plot for sale in surmaya 3 at palodia. Its having all modern amenities. Best for furture investment or to make 1st home.,https://www.99acres.com/residential-land-plot-for-sale-in-suramya-three-palodia-ahmedabad-west-1106-sq-yard-r10-spid-I61562014,,,,,,,Palodia,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Rakanpur, Gandhinagar","Rakanpur, Gandhinagar",700.0,13889.0,5040.0,560 sqyd plot in carpet sopan retret s p ring road bhadaj good loction and primium view and all over good view and east faching che,https://www.99acres.com/residential-land-plot-for-sale-in-avirat-sopan-retreat-rakanpur-ahmedabad-north-560-sqyd-spid-P90554826,,,,,,,Kalol,East,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",270.0,5000.0,5400.0,"Looking for a plot in a prime location of ahmedabad west? This plot in plodiya is the best deal for you. It spans over spectacular 600 sq.Yards super built up area. Ownership of this property provides you entitlement to construct upto 2 floors. The boundary wall is already build around the plot. To build the residence, possession is expected immediately. The owner of the property has freehold e...",https://www.99acres.com/residential-land-plot-for-sale-in-palodia-ahmedabad-west-600-sqyd-r2-spid-M87849188,,,,,2.0,,Palodia,,New,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Unali, Gandhinagar","Unali, Gandhinagar",297.0,3111.0,9540.0,,https://www.99acres.com/residential-land-plot-for-sale-in-unali-gandhinagar-1060-sqyd-spid-E90136376,,,,,,,Kalol,,Unknown,1,False,False,False,plot,,
"Residential land / Plotin Adhana, Gandhinagar","Adhana, Gandhinagar",125.0,2778.0,4500.0,"Best location land, best property is land , near by club house.",https://www.99acres.com/residential-land-plot-for-sale-in-adhana-gandhinagar-500-sqyd-spid-W90541112,,,,,,,Kalol,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Rancharda, Gandhinagar","Rancharda, Gandhinagar",1035.0,5000.0,20700.0,Nice east facing plot with a good shape available on sale in rancharda,https://www.99acres.com/residential-land-plot-for-sale-in-gandhinagar-2300-sqyd-spid-V90142108,,,,,,,Kalol,East,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Sargasan, Gandhinagar","Sargasan, Gandhinagar",218.00000000000003,11645.0,1872.0,208 sqyd carpet plot in sargasan croos road near s g hiqway siddivinayak society all over super view and primium socitey,https://www.99acres.com/residential-land-plot-for-sale-in-sargasan-gandhinagar-208-sqyd-spid-Q90819754,,,,,,,Sargasan,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Nabhoi, Gandhinagar","Nabhoi, Gandhinagar",840.0,11667.0,7200.0,"Nabhoi is an ideal location for buying residential plots in gandhinagar. This plot in nabhoi is a great buy for you. The plot is around super built up area of 800 sq.Yards in size. The boundary wall is already build around the plot. To build the residence, possession is expected immediately. The property belongs to owner through freehold ownership. This residential plot is all yours for 3.4 cro...",https://www.99acres.com/residential-land-plot-for-sale-in-nabhoi-ahmedabad-north-800-sqyd-spid-D89839896,,,,,,,Nabhoi,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Nabhoi, Gandhinagar","Nabhoi, Gandhinagar",340.0,9444.0,3600.0,Nabhoi is an ideal location for buying residential plots in gandhinagar. This plot in nabhoi is a great buy for you. It spans over spectacular 400 sq.Yards super built up area. The property is enclosed by boundary wall. Possession of land can be secured immediately. The property belongs to owner through freehold ownership. This residential plot is all yours for 3.4 crore. Open for negotiation. ...,https://www.99acres.com/residential-land-plot-for-sale-in-nabhoi-ahmedabad-north-400-sqyd-spid-V89839614,,,,,,,Nabhoi,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Vansajda, Gandhinagar","Vansajda, Gandhinagar",200.0,2222.0,9000.0,"This is good for investment as well as for end use, premium location plot available with us",https://www.99acres.com/residential-land-plot-for-sale-in-vansajda-gandhinagar-1000-sqyd-r5-spid-F77164779,,,,,,,Kalol,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Sector 26, Gandhinagar","Sector 26, Gandhinagar",1763.0,8333.0,21150.0,"This is a very good scheme for residence purpose, best for investment as well as for constructing home",https://www.99acres.com/residential-land-plot-for-sale-in-sector-26-gandhinagar-2350-sqyd-spid-G90308146,,,,,,,Sector 26,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Koba, Gandhinagar","Koba, Gandhinagar",362.0,7444.0,4869.0,Planning to purchase a plot in gandhinagar? This plot in koba is situated in one of the excellent locations of the city. It spreads over 541 sq.Yards super built up area. This property allows you to construct upto 2 floors. The property is guarded and secluded by boundary wall around it. Expected possession of property immediately. The owner of the property has freehold entitlement over the lan...,https://www.99acres.com/residential-land-plot-for-sale-in-koba-gandhinagar-541-sqyd-r4-spid-Q82192514,,,,,2.0,,Koba,,New,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Ambapur, Gandhinagar","Ambapur, Gandhinagar",851.0,2391.0,27225.0,,https://www.99acres.com/residential-land-plot-for-sale-in-ambapur-ahmedabad-north-1936-sq-yard-r8-spid-L63051100,,,,,,,Ambapur,,Unknown,1,False,False,False,plot,,
"Residential land / Plotin Sargasan, Gandhinagar","Sargasan, Gandhinagar",3000.0,8333.0,36000.0,"Check out this plot in sargasan, gandhinagar, an ideal destination to build your dream residence. The plot is around super built up area of 4000 sq.Yards in size. Ownership of this property provides you entitlement to construct upto 10 floors. The boundary wall is already build around the plot. To build the residence, possession is expected immediately. The property is owned under freehold cont...",https://www.99acres.com/residential-land-plot-for-sale-in-sargasan-gandhinagar-4000-sqyd-spid-F89921432,,,,,10.0,,Sargasan,,New,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",224.00000000000003,4444.0,5031.0,,https://www.99acres.com/residential-land-plot-for-sale-in-palodia-ahmedabad-west-559-sqyd-r1-spid-Q88302766,,,,,,,Palodia,,Unknown,1,False,False,False,plot,,
"Residential land / Plotin Dholera, Gandhinagar","Dholera, Gandhinagar",12.5,604.0,2070.0,I have plots in dholera city. To develop dholera special investment region (Sir) as global manufacturing and trading hub i.E. The engine for economic resurgence the country which is supported by world class infrastructure.,https://www.99acres.com/residential-land-plot-for-sale-in-gandhinagar-230-sqyd-r1-spid-W88822574,,,,,,,Outside Gandhinagar,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Gift City, Gandhinagar","Gift City, Gandhinagar",168.0,5333.0,3150.0,Planning to purchase a plot in gandhinagar? This plot in gift city is situated in one of the excellent locations of the city. It spans over spectacular 350 sq.Yards super built up area. The property is enclosed by boundary wall. Possession of land can be secured within 6 months. Currently the nature of ownership of the property is freehold. The expected price for the property is just 1.68 crore...,https://www.99acres.com/residential-land-plot-for-sale-in-gift-city-gandhinagar-350-sqyd-spid-U91251574,,,,,,,Gift City,,New,0,False,False,False,plot,0.0,0.0
"Residential land / Plotin Kudasan, Gandhinagar","Kudasan, Gandhinagar",234.0,13333.0,1755.0,195 sq.Yard plot with good locality amd prime location nr.By reliance cross road at kudasan.,https://www.99acres.com/residential-land-plot-for-sale-in-kudasan-gandhinagar-195-sqyd-spid-U89934932,,,,,,,Kudasan,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Dabhoda, Gandhinagar","Dabhoda, Gandhinagar",750.0,1667.0,45000.0,,https://www.99acres.com/residential-land-plot-for-sale-in-dabhoda-gandhinagar-5000-sqyd-r1-spid-Z87725884,,,,,,,Dabhoda,,Unknown,1,False,False,False,plot,,
"Residential land / Plotin Nabhoi, Gandhinagar","Nabhoi, Gandhinagar",500.0,13889.0,3600.0,"Check out this plot for sale in nabhoi, one of the best locations in gandhinagar. It spreads over 400 sq.Yards super built up area. To secure the perimeter, a boundary wall is present around the property. The possession of the property can be received immediately. The type of ownership is freehold. The price of this massive plot is just 5 crore. Further negotiations can be done. This plot is fa...",https://www.99acres.com/residential-land-plot-for-sale-in-nabhoi-ahmedabad-north-400-sqyd-spid-K89840810,,,,,,,Nabhoi,,Unknown,1,False,False,False,plot,0.0,0.0
"Residential land / Plotin Sector 8B Gandhinagar, Sector 8 Gandhinagar","Sector 8B Gandhinagar, Sector 8 Gandhinagar",550.0,15471.0,3555.0,Prime location and road touch plot east facing nr bay coman plot,https://www.99acres.com/residential-land-plot-for-sale-in-sector-8b-gandhinagar-395-sqyd-spid-W90166466,,,,,,,Sector 8,East,Unknown,1,False,False,False,plot,2.0,0.0
"Residential land / Plotin Sector 8, Gandhinagar","Sector 8, Gandhinagar",550.0,15484.0,3552.0,,https://www.99acres.com/residential-land-plot-for-sale-in-sector-8-gandhinagar-395-sqyd-r1-spid-U86686182,,,,,,,Sector 8,,Unknown,1,False,False,False,plot,,
"Residential land / Plotin Kudasan, Gandhinagar","Kudasan, Gandhinagar",265.0,12188.0,2174.0,"A living area situated close to schools, bazaars, and hospitals.",https://www.99acres.com/residential-land-plot-for-sale-in-kudasan-gandhinagar-242-sq-yard-r1-spid-Y86685588,,,,,,,Kudasan,,Unknown,1,False,False,False,plot,0.0,3.0
"Residential land / Plotin Sargasan, Gandhinagar","Sargasan, Gandhinagar",400.0,14815.0,2700.0,"Plot for sale in sargasan is available in gandhinagar. This locality resonates with your modern lifestyle. The plot is around super built up area of 300 sq.Yards in size. The property is guarded and secluded by boundary wall around it. Expected possession of property from thu, 03 jul 2025. The property belongs to owner through freehold ownership. This residential plot is all yours for 4 crore. ...",https://www.99acres.com/residential-land-plot-for-sale-in-sargasan-gandhinagar-300-sqyd-r1-spid-D85266552,,,,,,,Sargasan,,New,1,False,False,False,plot,2.0,0.0
