Name,Location,Price (INR in Lakhs),Price_per_sqft,Area_sqft,Description,Property_URL,bedrooms,bathrooms,balconies,current_floor,total_floors,furnishing_status,Mapped_Area,facing,property_age_bucket,is_ready_to_move,is_built_up_area,is_carpet_area,is_super_built_up_area,property_type,luxury_score,location_advantage_score
"4 Bedroom Housein Kudasan, Gandhinagar","Kudasan, Gandhinagar",550.0,25347.0,2169.0,"What makes our property unique is that it is a spacious and well-Designed 3-Floor bungalow that offers comfort, privacy, and flexibility for a growing family. Each floor provides ample space, making it ideal for joint families or for creating separate living, work, and guest areas. The bungalow has a strong structure, good natural light, and excellent ventilation throughout the home. Its multi-...",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kudasan-gandhinagar-2170-sqft-spid-H90557666,0.0,0.0,0.0,,3.0,,Kudasan,,New,1,False,False,False,villa,0.0,0.0
"3 Bedroom Housein Raysan, Gandhinagar","Raysan, Gandhinagar",321.0,14253.0,2252.0,"We have a house/villa available for sale in raysan, gandhinagar. Available at price of rs 3.21 crores. It has plot area of 2252 sq ft. It has 3.5 bhk, 4 bathroom, 2 balcony.It is a freehold property",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-mahavir-enclave-raysan-gandhinagar-2252-sqft-spid-N90526352,3.0,4.0,1.0,,,,Raysan,,Unknown,1,False,False,False,house,0.0,0.0
"2 Bedroom Housein Dahegam, Gandhinagar",Natraj TwBunglows,200.0,100000.0,200.0,,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-natraj-twin-bunglows-dhegam-gandhinagar-200-sq-ft-r1-spid-Z82473844,2.0,2.0,1.0,,,,Dahegam,,Unknown,1,False,False,False,house,,
"4 Bedroom Housein Dahegam, Gandhinagar",Natraj TwBunglows,230.0,112500.0,200.0,,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-natraj-twin-bunglows-dhegam-gandhinagar-200-sq-ft-r1-spid-W82479054,4.0,4.0,2.0,,,,Dahegam,,Unknown,1,False,False,False,house,,
"2 Bedroom Housein Ambapur, Gandhinagar","Ambapur, Gandhinagar",85.0,4393.0,1935.0,Ambapur main road touch society and near by adalaj and gandhinagar city.,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-ambapur-ahmedabad-north-1935-sqft-spid-R90142912,2.0,2.0,1.0,,,,Ambapur,,Unknown,1,False,False,False,house,2.0,10.0
"4 Bedroom Housein Alampur, Gandhinagar","Alampur, Gandhinagar",950.0,47500.0,2000.0,,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-shraddha-residency-alampur-gandhinagar-2000-sqft-spid-X90000286,4.0,3.0,4.0,,,,Alampur,,Unknown,1,False,False,False,house,,
"5 Bedroom Housein Sector 22, Gandhinagar","Sector 22, Gandhinagar",540.0,15707.0,3438.0,"This 4 bhk house for sale in sector 22 gandhinagar is an ideal abode for a family. Even better, it is situated in one of the prominent localities of gandhinagar. The house has over super built up area of 382 sq.Yards and comes with 4 bedrooms, 4 bathrooms and 1 balcony. This 4 bhk house comes attached with 1 covered and 3 open parking for your vehicle(s). This 10+ years old property is availabl...",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-22-gandhinagar-3879-sqft-spid-M89935808,4.0,4.0,1.0,,,,Sector 22,,10-20 years,1,False,False,False,house,0.0,0.0
"2 Bedroom Housein Sargasan, Gandhinagar","Sargasan, Gandhinagar",200.0,13387.0,1494.0,"Planning to buy an individual house in gandhinagar. Then you should definitely check out this 2 bhk house for sale in sargasan, a well-Planned and well-Connected locality in gandhinagar. The house has over super built up area of 166 sq.Yards and comes with 2 bedrooms, 2 bathrooms and 1 balcony. The houses comes with dedicated 2 covered and 1 open parking space(s) where you can easily park your ...",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sargasan-gandhinagar-1494-sqft-spid-S89753574,2.0,2.0,1.0,,,,Sargasan,,New,1,False,False,False,house,0.0,0.0
"5 Bedroom Housein Mahudi, Gandhinagar","Mahudi, Gandhinagar",60.0,2380.0,2520.0,"Looking for buyer to purchase our house/villa available for sale in mahudi, gandhinagar. Available at price of rs 60 lacs. It has plot area of 2520 sq ft. It has 5 bhk, 2 bathroom, 4 balcony.It is a power of attorney property",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-mahudi-gandhinagar-2520-sqft-spid-T89137135,5.0,2.0,4.0,,,,Mansa,,New,1,False,False,False,villa,0.0,0.0
"2 Bedroom Housein Juna chora, Gandhinagar","Juna chora, Gandhinagar",35.0,4504.0,777.0,"Located in juna chora, gandhinagar, this 2 bhk independent house offers 777 sq.Ft. Of well-Laid space with 2 bedrooms and 2 bathrooms. Over 10 years old, the villa is available immediately and comes unfurnished. Situated on a convenient floor, it presents a practical residential sale opportunity at rs 35 lac.",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-gandhinagar-777-sqft-spid-I89072974,2.0,2.0,1.0,,,unfurnished,Kalol,,10-20 years,1,False,False,False,house,0.0,0.0
"3 Bedroom Housein Sector 2B Gandhinagar, SG Highway","Sector 2B Gandhinagar, SG Highway",220.00000000000003,22710.0,968.0,"Do you wish to buy an independent house in sector 2b gandhinagar. This 3 bhk house looks like an ideal choice for somebody looking for peace of mind. This house occupies a super built up area of 90 sq.M. And contains 3 bedrooms, 4 bathrooms and 2 balconies. The owner of the house also gets 2 covered and 1 open parking slot(s) to park their car safely. Being a ready to move house, you can expect...",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-2b-gandhinagar-969-sqft-spid-U88922396,3.0,4.0,2.0,,,unfurnished,Sector 2,,New,1,False,False,False,house,0.0,0.0
"4 Bedroom Housein Vavol, Gandhinagar","Vavol, Gandhinagar",200.0,15326.0,1305.0,"This 4 bhk independent villa at tatva villas, vavol, gandhinagar, offers 145 sq.Ft. Of living space across multiple floors in a 10+ year old property. Available immediately, it features 4 bedrooms and 4 bathrooms, unfurnished. Its prime location is near several hospitals, including supreme smile dental and gayatri hospital, ensuring convenience and accessibility.",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-tatva-villas-vavol-gandhinagar-1305-sqft-spid-N88748344,4.0,4.0,2.0,,,unfurnished,Vavol,,10-20 years,1,False,False,False,villa,0.0,1.0
"1 Bedroom Housein Jethalaj, Gandhinagar","Jethalaj, Gandhinagar",280.0,3963.0,10080.0,,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-jethalaj-gandhinagar-10080-sqft-spid-X88255302,1.0,1.0,1.0,,,,Kalol,,Unknown,0,False,False,False,house,,
"8 Bedroom Housein Kalol, Gandhinagar","Kalol, Gandhinagar",351.0,9398.0,3735.0,"Twin luxurious duplex bungalows, all over granite mould photo frames , spacious bedrooms and bathrooms, 3 car parking within the plot, north facing main doors, french windows in living area, rcc construction, title clear free hold land with 7/12 extracts in our names, vacant ready to move semi furnished.",https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-kalol-gandhinagar-3735-sqft-r3-spid-F76556453,3.0,3.0,2.0,,,semi-furnished,Kalol,North,New,1,False,False,False,villa,6.0,0.0
"4 Bedroom Housein Kudasan, Gandhinagar","Kudasan, Gandhinagar",300.0,14292.0,2099.0,Hello everyone sell my 4 bhk property gandhinagar pdpu road kudasan urgent sell,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kudasan-gandhinagar-2099-sqft-spid-D87426762,4.0,4.0,2.0,,,,Kudasan,,Unknown,1,False,False,False,house,0.0,0.0
"1 Bedroom Housein Dahegam, Gandhinagar","Dahegam, Gandhinagar",100.0,14577.0,686.0,"Ideal for those seeking a peaceful residence, this 1 bhk independent house in hj satyagrah lifestyle, nikol offers 686 sq.Ft. Of living space. Located in ahmedabad east, the 5-10 year old property features 1 bathroom, is immediately available, and comes unfurnished. Proximity to several hospitals ensures convenient healthcare access.",https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-dhegam-gandhinagar-686-sqft-spid-A86467710,1.0,1.0,1.0,,,unfurnished,Dahegam,,5-10 years,1,False,False,False,house,0.0,1.0
"4 Bedroom Housein Kalol, Gandhinagar","Kalol, Gandhinagar",350.0,12545.0,2790.0,"I have a house/villa available for sale in raysan, gandhinagar. Available at price of rs 3.5 crores. It has plot area of 310 sq yards. It has 4 bhk, 4 bathroom, balcony.It is a freehold property",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-park-view-kalol-gandhinagar-2790-sqft-spid-Z84360532,4.0,4.0,1.0,,,,Kalol,,New,1,False,False,False,villa,0.0,0.0
"4 Bedroom Housein Sargasan, Gandhinagar","Sargasan, Gandhinagar",310.0,19294.0,1606.0,"House located at sargasan circle,all facilities like schools , hospitals ,malls ,main highway connectivity with in 1 km",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sargasan-gandhinagar-1607-sq-ft-spid-P84054200,4.0,4.0,2.0,,,,Sargasan,,Unknown,1,False,False,False,house,0.0,7.0
"4 Bedroom Housein Vavol, Gandhinagar","Vavol, Gandhinagar",260.0,111587.0,233.0,"An exceptional 4 bhk furnished villa is available for sale in the exclusive tatva bungalows project, located in the prominent vavol area of gandhinagar. This property, which is ready to move in, presents a magnificent residential opportunity for discerning buyers seeking comfort, luxury, and a prime location.Property specifications this newly constructed villa boasts a generous size with a tota...",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-tatva-villas-vavol-gandhinagar-233-sqft-r1-spid-R82087826,4.0,4.0,2.0,,,furnished,Vavol,,New,1,False,False,False,villa,0.0,0.0
