Name,Location,Price (INR in Lakhs),Price_per_sqft,Area_sqft,Description,Property_URL,bedrooms,bathrooms,balconies,current_floor,total_floors,furnishing_status,Mapped_Area,facing,property_age_bucket,is_ready_to_move,is_built_up_area,is_carpet_area,is_super_built_up_area,property_type,luxury_score,location_advantage_score
"Studio Apartments / 1 RK Flatsin Gift City, Gandhinagar","Gift City, Gandhinagar",97.0,20082.0,483.0,"We are the proud owners of this 1 bhk apartment available in , gift city, gandhinagar. This unfurnished apartment, priced approximately at rs97 lac. It will be ready for possession . it is a resale and an under construction apartment. The unit is located on 27th floor and has a carpet area of 483 sq.Ft. . It has 1 bathroom(s) and 1 balcony(s). The ownership is freehold type.",https://www.99acres.com/studio-apartment-flat-for-sale-in-vida-by-nila-spaces-gift-city-gandhinagar-483-sqft-spid-C89513918,1.0,1.0,1.0,27.0,,unfurnished,Gift City,,New,0,False,True,False,apartment,0.0,0.0
"4 BHK Flatin Koba, Gandhinagar","Koba, Gandhinagar",168.0,38356.0,438.0,"Residential apartment This is your chance to a 4 bhk apartment / flat for sale in koba gandhinagar . Where luxury comes with affordability. Basic details: You will love this bright and spacious 4 bedroom apartment with 4 bathrooms, modular kitchen, spacious hall and 4 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has g...",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-koba-gandhinagar-438-sq-ft-spid-I89042256,4.0,4.0,4.0,,,,Koba,,New,1,False,True,False,apartment,0.0,0.0
"3 BHK Flatin Koba, Gandhinagar","Koba, Gandhinagar",95.0,4712.0,2016.0,"vacant & ready for immediate possession ________________________________________ A spacious and well-Maintained 3 bhk apartment is available for sale in the highly rated silicone hills apartments one of raisan's most sought-After residential societies, located on prime pdpu road...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-silicone-hills-koba-gandhinagar-2016-sqft-spid-B90874768,3.0,3.0,1.0,,,,Koba,,New,1,False,False,True,apartment,0.0,0.0
"2 BHK Flatin Raysan, Gandhinagar","Raysan, Gandhinagar",59.0,4149.0,1422.0,"Well-Furnished and well-Maintained flat in a peaceful location. The society is decent and well-Managed, with good residents and a calm environment. No issues related to water supply or parking. Ideal for families or working professionals looking for a hassle-Free stay. Nearer to pdpu & metr. Additional details : Piped gas facility is available in the property. The apartment has borings water su...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sre-luvkush-4-raysan-gandhinagar-1422-sqft-spid-V88148666,0.0,0.0,0.0,,,furnished,Raysan,,Unknown,1,False,False,True,apartment,0.0,5.0
"2 BHK Flatin Vavol, Gandhinagar","Vavol, Gandhinagar",60.5,5465.0,1107.0,"The flat is east-Facing. Containing 2 bedroom(s), 2 bathrooms and 3 balconies, this flat is spread over a carpet area of 1107 sq.Ft. The flat has a total of 7 floors and this property is situated on top floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The floor of this flat is beautifully designed using ceramic flooring, giving the flat a...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-radhe-vrundavan-residency-vavol-gandhinagar-1107-sqft-r2-spid-L76565921,2.0,2.0,3.0,,7.0,unfurnished,Vavol,East,1-5 years,1,False,True,False,apartment,0.0,0.0
"4 BHK Flatin Koba, Gandhinagar","Koba, Gandhinagar",165.0,4263.0,3875.04,"Property for sell: Luxurious 4 bhk apartment Location: Skyra, 12th floor, opp - Gnlu metro station, koba, gandhinagar Size: 3870 sqft Features: - The appartments are situated at a strategic & convinient location of 2 road corner on 80 metre wide road just opposite gnlu metro station. - 4 spacious bedrooms & modern washrooms - Living rooms with a beautiful courtyard balcony - Fully vastu-Complia...",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-maruti-skyra-koba-gandhinagar-3870-sqft-spid-T88688802,4.0,4.0,2.0,12.0,,,Koba,,New,1,False,False,True,apartment,1.0,3.0
"2 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",155.0,17822.0,1581.0,Coming up in the most promising area of tomorrow - Gift city ahmedabad. Best for end user and investor.,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shivalik-skyview-gift-city-gandhinagar-1582-sqft-spid-K90727598,2.0,2.0,1.0,,,,Gift City,,Unknown,0,False,False,True,other,0.0,0.0
"2 BHK Builder Floorin Sargasan, Gandhinagar","Sargasan, Gandhinagar",54.0,7648.0,60984.0,"Premium 2bhk flat in vibrant cultural society sargasan Experience the perfect blend of modern comfort and community living in this spacious 1,050 sq. Ft. Flat located in the heart of sargasan, gandhinagar. Situated within a prestigious cultural society, this home is ideal for those who value festive celebrations, a safe environment, low annual maintenance amount and a friendly neighborhood. Pro...",https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-psy-pramukh-lotus-sargasan-gandhinagar-1242-sqft-spid-R80413281,2.0,2.0,1.0,,,,Sargasan,,New,1,False,False,False,apartment,0.0,0.0
"3 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",60.0,3925.0,1528.0,"Prime 3bhk garden-Facing flat in vibrant shiva blessings 1 society at gandhinagar Discover this spacious semi-Furnished 3bhk flat on the 2nd floor of shiva blessings 1, a lively society in a prime location. Perfectly garden-Facing, it boasts one major balcony adjoining the drawing-Cum-Dining room, ideal for morning coffees with lush green views. The modular kitchen includes a handy pantry, whil...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bansal-shiva-blessing-1-sargasan-gandhinagar-1529-sqft-spid-J91125540,3.0,3.0,1.0,2.0,,semi-furnished,Sargasan,Other,New,1,False,False,True,apartment,0.0,0.0
"3 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",95.0,4712.0,2016.0,"Located in akshat heaven, kudasan, this 5-10 year old 3 bhk flat offers 2016 sq.Ft. Of living space on the 1st floor of a low-Rise 5-Floor building. Featuring 3 bedrooms and 3 bathrooms, the apartment is available immediately and comes unfurnished. Nearby are several temples and a multispeciality dental clinic, enhancing its convenience.",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-akshat-heaven-kudasan-gandhinagar-2016-sq-ft-spid-Y90483186,3.0,3.0,1.0,1.0,5.0,unfurnished,Kudasan,,5-10 years,1,False,False,True,apartment,0.0,2.0
"4 Bedroom Housein Sector 3C Gandhinagar, SG Highway","Sector 3C Gandhinagar, SG Highway",210.0,21605.0,972.0,"Construction g+2 (3 flor )
4 badroom 
2 kitchen 
Property highlights 
East facing, 3 side open property, vetrified flooring, 
Only 2 years,
24 hour water and electricity 
B.U permission approved 
12 meter road
Fully furnished 
4 a.C
Solar system",https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-3c-gandhinagar-972-sqft-spid-K90465736,4.0,3.0,2.0,,,furnished,Sector 3,East,Unknown,0,False,False,False,other,5.0,0.0
"3 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",95.0,4549.0,2088.0,"Shree rang pearl kaavyaratna offers thoughtfully designed 2 bhk and 3 bhk low-Rise apartments, crafted for comfortable and modern living. With a total of 192 premium residences across 8 well-Planned blocks, the project ensures a peaceful and spacious lifestyle. Out of the 8 blocks, 2 blocks are dedicated to 3 bhk homes, while the remaining offer well-Optimized 2 bhk apartments. Each apartment i...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shree-rang-pearl-by-kaavyaratna-group-gift-city-gandhinagar-2088-sqft-spid-J89986800,2.0,2.0,1.0,,8.0,,Gift City,,New,1,False,False,True,apartment,0.0,0.0
"Residential land / Plotin Sanavad, Gandhinagar","Sanavad, Gandhinagar",1350.0,5000.0,27000.0,Planning to build residence in gandhinagar? This plot in sanavad is the best deal for you. It spreads over 3000 sq.Yards super built up area. The property is enclosed by boundary wall. Possession of land can be secured immediately. The property is owned under freehold contract. The plot is available at a price of 13.5 crore. This residential plot is west-Facing direction.,https://www.99acres.com/residential-land-plot-for-sale-in-sanavad-ahmedabad-east-3000-sqyd-spid-Z90127116,,,,,,,Kalol,West,New,1,False,False,False,other,2.0,0.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",497.0,9444.0,5265.0,An outstanding residential plot is available for sale in prime location .It's one of the best location of ahmedabad. Very good opportunity for those who want to make investment,https://www.99acres.com/residential-land-plot-for-sale-in-palodia-ahmedabad-west-585-sqyd-r8-spid-R76241875,,,,,,,Palodia,,Unknown,1,False,False,False,other,0.0,0.0
"6 Bedroom Housein Palodia, Gandhinagar","Palodia, Gandhinagar",800.0,13488.0,5931.0,"This 6 bhk house for sale in palodia, a well planned locality in gandhinagar, is ideal for a family that is looking for complete peace of mind. Containing 6 bedrooms, 6 bathrooms and 1 balcony, this independent house is spread over a super built up area of 659 sq.Yards. The owner of the house also gets 2 open parking slot(s) to park their car safely. Another added advantage of this 1-5 years ol...",https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-palodia-ahmedabad-west-5931-sqft-spid-V88747806,6.0,6.0,1.0,,,,Palodia,,1-5 years,1,False,False,False,house,0.0,0.0
"2 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",65.0,6989.0,930.0,"The flat is facing the north-East direction. The flat occupies a carpet area of 930 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . The flat has a total of 8 floors and this property is situated on 5th floor. As the project is already ready to move, so you can easily move into this 5-10 years old property. The well built ceramic flooring enhances the aesthetic appeal of this flat. The society...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shree-ugati-heights-kudasan-gandhinagar-930-sqft-spid-D89937030,2.0,2.0,1.0,5.0,8.0,,Kudasan,North-East,5-10 years,1,False,True,False,other,0.0,0.0
"3 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",103.0,4975.0,2070.0,"Just ready possession ,the flat is over 2070 sq.Ft. Built up area and comes with 3 bedroom(s), 3 bathrooms and 1 balcony. This flat is situated on the 4th floor of this 7 floors tall residential building. This is a ready to move project . Located in kudasan service road, project around all greenery view , low rise scheme, gated community with security Power backup & fire safety Garden, children...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kudasan-gandhinagar-2070-sqft-spid-G90293054,3.0,3.0,1.0,4.0,7.0,unfurnished,Kudasan,,New,1,True,False,False,apartment,10.0,0.0
"2 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",70.0,4830.0,1449.0,"Shree rang pearl, located in randesan, is a strong candidate if you are looking for a residence near gift city. Based on current real estate dynamics in the gandhinagar region, here is why a 2bhk unit of approximately 161 sq. Yards in this project stands out as a solid choice for living:1. Strategic location & connectivity proximity to gift city: The primary advantage of living in randesan is i...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shree-rang-pearl-by-kaavyaratna-group-gift-city-gandhinagar-1449-sqft-spid-U90885608,2.0,2.0,1.0,,,,Gift City,,New,1,False,False,True,apartment,0.0,5.0
"3 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",77.0,4331.0,1845.0,"The flat is facing the north-East direction. The flat occupies a built up area of 205 sq.Yards that consists of 3 bedrooms, 3 bathrooms and 2 balconies. This flat is situated on the 2nd floor of this 5 floors tall residential building. As the project is already ready to move, so you can easily move into this 5-10 years old property. The ceramic flooring of this flat is beautifully designed and ...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sthapan-apartments-sargasan-gandhinagar-1845-sqft-spid-M90541100,3.0,3.0,2.0,2.0,5.0,unfurnished,Sargasan,North-East,5-10 years,1,True,False,False,apartment,0.0,0.0
"3 BHK Flatin Randesan, Gandhinagar","Randesan, Gandhinagar",100.0,5168.0,1935.0,"This 3 bhk apartment is located in kavyaratna sanskruti, which houses some of the most spacious flats in randesan, gandhinagar. The flat is over 215 sq.Yards super built up area and comes with 3 bedrooms, 3 bathrooms and 1 balcony. The flat has a total of 13 floors and this property is situated on 13th floor. An added advantage of this 1 year old flat is that it is available for immediate posse...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-randesan-gandhinagar-1935-sqft-spid-B89741302,3.0,3.0,1.0,13.0,13.0,,Randesan,,New,1,False,False,True,apartment,0.0,0.0
"3 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",145.0,7435.0,3230.0,"Shivalay parisar is a well-Maintained residential apartment complex located in kudasan, gandhinagar. It offers a peaceful, secure living environment with good connectivity to main roads, nearby markets, schools, and daily amenities, making it suitable for families and professionals.",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivalay-parisar-kudasan-gandhinagar-3230-sqft-spid-T88403926,3.0,3.0,1.0,,,,Kudasan,,Unknown,1,False,False,True,apartment,0.0,2.0
"Residential land / Plotin Palodia, Gandhinagar","Palodia, Gandhinagar",250.99999999999997,4775.0,5256.0,,https://www.99acres.com/residential-land-plot-for-sale-in-palodia-ahmedabad-west-584-sqyd-r4-spid-M82947958,,,,,,,Palodia,,Unknown,1,False,False,False,,,
"2 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",65.0,44217.0,147.0,"The flat is facing the north-West direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 147 sq.Ft. The flat has a total of 6 floors and this property is situated on 5th floor. This is a ready to move project and the property is 10+ years old. The floor of this flat is beautifully designed using vitri...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sahjanand-city-kudasan-gandhinagar-147-sqft-spid-F90968710,2.0,2.0,1.0,5.0,6.0,unfurnished,Kudasan,North-West,10-20 years,1,False,False,True,apartment,0.0,0.0
"2 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",120.0,9732.0,2232.0,"This property faces the east direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 248 sq.Yards. This flat is situated on the 4th floor of this 14 floors tall residential building. This 0-1 year old property is available for immediate possession as the project is ready to move. The beautifully design...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kudasan-gandhinagar-2232-sqft-spid-F90210510,2.0,2.0,1.0,4.0,14.0,unfurnished,Kudasan,East,New,1,False,False,True,apartment,0.0,0.0
"3 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",129.0,4550.0,2835.0,"This is a east-Facing property. Constructed on a super built up area of 2835 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. This flat is situated on the 12th floor of this 13 floors tall residential building. This is a ready to move project and the property is 1-5 years old. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. Th...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivalay-sharnam-kudasan-gandhinagar-2835-sqft-spid-N90783482,3.0,3.0,1.0,12.0,13.0,unfurnished,Kudasan,East,1-5 years,1,False,False,True,apartment,0.0,0.0
"3 Bedroom Housein Raysan, Gandhinagar","Raysan, Gandhinagar",280.0,15556.0,1800.0,"Vrundavan bungalows-2 in raysan, gandhinagar is a peaceful residential bungalow society offering independent homes with spacious layouts and family-Friendly surroundings. The project is ideal for those looking for privacy, open space and comfortable living in a developing premium area. Bungalows are designed with proper ventilation, natural light and private parking facilities. Located near pdp...",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-raysan-gandhinagar-1800-sqft-spid-O90920016,3.0,3.0,1.0,,,,Raysan,,Unknown,1,False,False,False,villa,0.0,5.0
"3 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",141.0,6266.0,2250.0,"This is a east-Facing property. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 2250 sq.Ft. The flat has a total of 6 floors and this property is situated on 2nd floor. This is a ready to move project and the property is 1-5 years old. The floor of this flat is beautifully designed using vitrified floorin...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahalaxmi-royal-palace-kudasan-gandhinagar-2250-sqft-spid-G90879552,3.0,3.0,1.0,2.0,6.0,unfurnished,Kudasan,East,1-5 years,1,False,False,True,apartment,0.0,0.0
"2 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",62.0,4593.0,1350.0,"This property in kudasan, gandhinagar is a ready-To-Move residential apartment community by uma projects offering thoughtfully designed 2 bhk and 3 bhk homes. Set in a calm and accessible locality, it combines comfort with practical living spaces. The society features landscaped gardens, childrens play areas, clubhouse and security provisions. With excellent connectivity to podar international ...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-uma-mahalaxmi-4-kudasan-gandhinagar-1350-sqft-r1-spid-X88640570,2.0,2.0,1.0,,,semi-furnished,Kudasan,,New,1,False,False,True,apartment,7.0,1.0
"3 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",145.0,5498.0,2637.0,"The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 2637 sq.Ft. The flat has a total of 7 floors and this property is situated on 4th floor. This is a ready to move project and the property is 1-5 years old. The society is well equipped with many modern amenities, including swimming pool, fitness centre / g...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivalay-parisar-kudasan-gandhinagar-2637-sqft-spid-T90543098,3.0,3.0,3.0,4.0,7.0,,Kudasan,,1-5 years,1,False,False,True,other,5.0,0.0
"3 BHK Flatin Koba, Gandhinagar","Koba, Gandhinagar",120.0,5333.0,2250.0,"The flat is facing the north-East direction. The flat occupies a super built up area of 2250 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 1 balcony. This flat lies on the 8th level of a 9 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The floor of this flat is beautifully designed using vitrified flooring, giving the fla...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-saamarth-heaven-5-koba-gandhinagar-2250-sqft-spid-J90922894,3.0,3.0,1.0,8.0,9.0,unfurnished,Koba,North-East,1-5 years,1,False,False,True,apartment,0.0,0.0
"5 Bedroom Housein Pethapur, Gandhinagar","Pethapur, Gandhinagar",200.0,9789.0,2043.0,"Pethapur is one of gandhinagar's most sought after destination for residential houses and this siddhivinayak bunglows 5 bhk house in pethapur is your opportunity to be a part of this community. This house occupies a super built up area of 227 sq.Yards and contains 5 bedrooms, 5 bathrooms and 1 balcony. Your vehicle(s) can be easily parked as this house comes with 1 covered and 1 open parking. A...",https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-pethapur-gandhinagar-2043-sqft-spid-A90784234,5.0,5.0,1.0,,,,Pethapur,,New,1,False,False,False,villa,0.0,0.0
"3 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",111.00000000000001,4501.0,2466.0,"The flat is facing the south direction. The flat is over 274 sq.Yards carpet area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The property is located on the 1st floor of a 13 floors tall building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The flat comes well built with vitrified flooring options. The flat will offer a modern ...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-2466-sqft-r1-spid-Y88733324,3.0,3.0,2.0,1.0,13.0,semi-furnished,Sargasan,South,New,1,False,True,False,apartment,0.0,0.0
"3 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",78.0,3939.0,1980.0,"This property in kudasan, gandhinagar is a well-Located residential project offering quality housing with modern conveniences and serene surroundings. Strategically positioned in urjanagar 1, it provides seamless connectivity to major roads and nearby localities, enhancing daily commute and accessibility. The community features well-Designed flats, ready-To-Move options, and essential amenities...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kudasan-gandhinagar-1980-sqft-r1-spid-W88630582,3.0,3.0,1.0,,,,Kudasan,,Unknown,1,False,False,True,apartment,0.0,0.0
"2 BHK Flatin Vavol, Gandhinagar","Vavol, Gandhinagar",60.0,5510.0,1089.0,"The shreeji homes flat is over 121 sq.Yards super built up area and comes with 2 bedrooms, 2 bathrooms and 2 balconies. This flat lies on the 1st level of a 3 storey building. This 10 years old property is available for immediate possession as the project is ready to move. Na/noc available.",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vavol-gandhinagar-1089-sqft-spid-M90644556,2.0,2.0,2.0,1.0,3.0,,Vavol,,10-20 years,1,False,False,True,apartment,0.0,0.0
"3 BHK Flatin Raysan, Gandhinagar","Raysan, Gandhinagar",125.0,5490.0,2277.0,"The satvan bellevue flat occupies a super built up area of 253 sq.Yards that consists of 3 bedrooms, 3 bathrooms and 2 balconies. This flat is situated on the 8th floor of this 9 floors tall residential building. As the project is already ready to move, so you can easily move into this 2 years old property. Na/noc available.",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-satvan-bellevue-raysan-gandhinagar-2277-sqft-spid-I90702252,3.0,3.0,2.0,8.0,9.0,,Raysan,,Unknown,1,False,False,True,apartment,0.0,0.0
"3 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",110.00000000000001,10091.0,1090.0,"The flat is facing the east direction. Constructed on a carpet area of 1090 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. This flat lies on the 2nd level of a 7 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The beautifully designed vitrified flooring enhances the beauty of the flat. Moreover, this propert...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shreedhar-bhakti-kudasan-gandhinagar-1090-sqft-spid-J90664988,3.0,3.0,1.0,2.0,7.0,unfurnished,Kudasan,East,1-5 years,1,False,True,False,apartment,0.0,0.0
